Date,Open,High,Low,Close,Volume,"BOLLINGER BAND ® - BB - BBUpper(20,2)","BOLLINGER BAND ® - BB - BBLower(20,2)"
01/03/2012,127.76,128.38,127.43,127.495,193697808,128.523415511907,120.723584488094
01/04/2012,127.2,127.81,126.71,127.7,127186432,128.768205712775,120.626794287225
01/05/2012,127.01,128.23,126.43,128.04,173894944,129.062612837613,120.510387162387
01/06/2012,128.2,128.22,127.29,127.71,148049936,129.220641844912,120.450358155088
01/09/2012,128,128.18,127.41,128.02,99530128,129.614500628345,120.463499371655
01/10/2012,129.39,129.65,128.95,129.13,115281936,130.090261888034,120.295738111966
01/11/2012,128.73,129.37,128.52,129.2,111540688,130.61474564382,120.27025435618
01/12/2012,129.57,129.7,128.54,129.51,118983632,131.103936943525,120.427063056475
01/13/2012,128.64,129.05,127.72,128.84,179836128,131.282320318456,120.958679681544
01/17/2012,130.08,130.32,128.8957,129.34,132209184,131.489023667809,121.467476332191
01/18/2012,129.31,130.84,129.08,130.77,163395120,131.750767918322,122.123732081678
01/19/2012,131.22,131.57,130.8,131.46,126328816,131.640159819265,123.351340180735
01/20/2012,131.24,131.95,130.92,131.54,138230128,132.038615763604,123.713884236396
01/23/2012,131.51,132.25,130.98,131.61,129295744,132.348575932167,124.147924067833
01/24/2012,130.8,131.5,130.6,131.46,103083248,132.646586601039,124.468913398961
01/25/2012,131.26,132.87,130.75,132.56,198613184,133.1792151923,124.5532848077
01/26/2012,133.15,133.4,131.36,131.88,184880496,133.494462281171,124.777037718829
01/27/2012,131.24,132.05,131.15,131.82,135259056,133.515499961232,125.455000038768
01/30/2012,130.51,131.44,130.06,131.37,147311744,133.544164723134,125.951335276867
01/31/2012,132.02,132.18,130.68,131.32,157211936,133.349302635135,126.728197364865
02/01/2012,132.29,133.14,132.13,132.47,166234432,133.543312494599,127.031687505401
02/02/2012,132.73,133.02,132.21,132.68,113090368,133.723676022753,127.349323977247
02/03/2012,134,134.62,133.77,134.54,160598496,134.281250137072,127.441749862928
02/06/2012,133.98,134.5134,133.83,134.45,107694432,134.637902709776,127.759097290224
02/07/2012,134.17,135.02,133.64,134.79,135528064,134.991035900215,128.082964099786
02/08/2012,134.86,135.22,134.31,135.19,139361376,135.455699102525,128.224300897475
02/09/2012,135.41,135.59,134.56,135.36,148602816,135.859870687401,128.436129312599
02/10/2012,134.16,134.47,133.84,134.361,167907504,136.014129306429,128.766970693571
02/13/2012,135.32,135.52,134.74,135.36,115841808,136.173061042944,129.260038957056
02/14/2012,135,135.27,134.25,135.19,165996128,136.256913388443,129.761186611557
02/15/2012,135.63,135.83,134.29,134.56,195195120,136.342336855051,130.054763144949
02/16/2012,134.57,136.17,134.33,136.049,186567744,136.698062445885,130.157937554115
02/17/2012,136.52,136.6275,135.96,136.41,129869376,137.065862296512,130.277137703488
02/21/2012,136.73,137.05,136.05,136.47,134042256,137.378870563315,130.450129436685
02/22/2012,136.26,136.55,135.79,136.032,124455248,137.53200524506,130.75419475494
02/23/2012,135.96,136.73,135.5,136.631,137704256,137.818772767121,130.874527232879
02/24/2012,136.93,137.2,136.63,136.93,105539056,138.051464949419,131.146835050581
02/27/2012,136.02,137.53,135.8,137.16,145728816,138.242564978934,131.489735021066
02/28/2012,137.2,137.72,136.93,137.559,129355808,138.341483156403,132.009716843597
02/29/2012,137.76,138.19,136.54,137.02,185934688,138.181840187858,132.739359812142
03/01/2012,137.31,137.99,136.9312,137.73,145026128,138.247440280215,133.199759719785
03/02/2012,137.64,137.82,137,137.312,120638256,138.147714136787,133.762685863213
03/05/2012,137.1,137.2,136.28,136.75,140765008,138.183260020404,133.948139979596
03/06/2012,135.35,135.43,134.36,134.75,202129808,138.1560978992,134.0053021008
03/07/2012,135.06,135.91,134.93,135.69,143692128,138.124830921178,134.126569078822
03/08/2012,136.52,137.32,136.24,137.04,116968816,138.206762656786,134.229637343214
03/09/2012,137.3,137.93,137.13,137.57,122836752,138.359392404084,134.298007595916
03/12/2012,137.55,137.76,137.09,137.58,104003504,138.376147736554,134.603152263446
03/13/2012,138.32,140.13,138.09,140.062,184090432,139.098544588836,134.350955411164
03/14/2012,140.1,140.445,139.48,139.91,145163504,139.600861503325,134.320638496675
03/15/2012,140.12,140.78,139.76,140.72,165118432,140.143537774779,134.39396222522
03/16/2012,140.36,140.48,140,140.3,152893376,140.583530171989,134.379069828011
03/19/2012,140.21,141.28,140.11,140.85,125291008,141.089564496464,134.317035503536
03/20/2012,140.05,140.61,139.64,140.44,121729632,141.437740870547,134.365859129453
03/21/2012,140.52,140.65,139.92,140.21,122388368,141.673654959023,134.547745040977
03/22/2012,139.18,139.55,138.74,139.2,135216688,141.764495785879,134.713804214121
03/23/2012,139.32,139.81,138.55,139.65,120520944,141.89784835638,134.85245164362
03/26/2012,140.65,141.61,140.6,141.61,120163936,142.340498074662,134.854801925338
03/27/2012,141.74,141.83,141.08,141.17,119868432,142.649395763589,134.907004236411
03/28/2012,141.1,141.32,139.64,140.47,148562000,142.800546183941,135.100853816059
03/29/2012,139.64,140.4934,139.09,140.23,164963632,142.921231905991,135.230168094009
03/30/2012,140.92,141.05,140.05,140.81,135486688,143.077503103031,135.423696896969
04/02/2012,140.64,142.21,140.36,141.84,151741056,143.309900226028,135.700299773972
04/03/2012,141.64,141.8826,140.43,141.26,155806624,143.015948232138,136.645251767862
04/04/2012,140.22,140.339,139.34,139.86,146895936,142.597187871833,137.481012128167
04/05/2012,139.38,140.2,139.26,139.79,137439376,142.340318687819,138.012881312181
04/09/2012,138.03,139.8444,137.84,138.22,127555872,142.230049667849,138.188150332151
04/10/2012,137.95,138.34,135.76,135.9,235360256,142.652400686503,137.597799313497
04/11/2012,137.29,137.54,136.75,137,154132944,142.843575177494,137.100424822506
04/12/2012,137.13,138.9,137.03,138.79,154321504,142.833542801746,136.998457198254
04/13/2012,138.47,138.8168,137.01,137.14,169246624,142.866831305356,136.607168694644
04/16/2012,137.84,138.04,136.58,137.05,147825184,142.901784027552,136.247215972448
04/17/2012,137.84,139.36,137.698,139.082,147877568,142.766754196956,136.205445803044
04/18/2012,138.46,139.08,138.38,138.61,123884192,142.665796747368,136.123403252632
04/19/2012,138.63,139.15,137.07,137.72,198666752,142.596751283198,135.943448716802
04/20/2012,138.33,138.83,137.87,137.95,143199568,142.583771464838,135.831428535162
04/23/2012,136.54,136.91,135.94,136.79,171844880,142.592567142702,135.536632857298
04/24/2012,136.91,137.66,136.8,137.31,137484192,142.25276972248,135.44643027752
04/25/2012,138.65,139.25,138.53,139.19,150255008,141.989223682985,135.511976317015
04/26/2012,138.89,140.32,138.81,140.16,136292688,141.943485382086,135.526714617914
04/27/2012,140.58,140.79,139.8,140.39,130725008,141.967115254312,135.519084745688
04/30/2012,140.11,140.21,139.49,139.87,115092192,141.824199096896,135.568000903103
05/01/2012,139.79,141.66,139.63,140.74,138837312,141.579056425815,135.703143574185
05/02/2012,139.92,140.46,139.46,140.325,121080944,141.39045838667,135.79824161333
05/03/2012,140.34,140.45,138.99,139.25,143762688,141.31704859618,135.81065140382
05/04/2012,138.515,139.3012,136.92,137,193931312,141.19756079437,135.65113920563
05/07/2012,136.51,137.56,136.46,137.1,127765872,141.200413366167,135.536286633833
05/08/2012,136.28,136.77,134.92,136.55,213383872,141.131982898635,135.669717101365
05/09/2012,135.1,136.61,134.49,135.74,220778192,141.247619631779,135.428080368221
05/10/2012,136.68,136.85,135.71,136.02,150600944,141.269142844809,135.129557155191
05/11/2012,135.17,136.87,135.11,135.61,153032368,141.365799476946,134.879900523054
05/14/2012,134.31,135.6144,133.91,134.11,163909936,141.63927420558,134.31242579442
05/15/2012,134.02,134.81,133.13,133.34,207629248,141.829339179095,133.548160820904
05/16/2012,133.94,134.55,132.8,132.829,207265568,142.021817787342,132.777582212658
05/17/2012,132.86,133.02,130.79,130.86,247992944,142.481309998888,131.632090001111
05/18/2012,131.37,131.6,129.55,129.74,319631104,142.915137345359,130.377262654641
05/21/2012,130.16,132.02,129.95,131.97,177861056,142.99583616353,129.81456383647
05/22/2012,132.31,133.23,131.34,132.2,197531120,142.972336795259,129.327063204741
05/23/2012,131.25,132.46,129.99,132.27,204958320,142.676198704261,128.931201295739
05/24/2012,132.63,132.84,131.42,132.53,167357632,142.130181949887,128.714218050113
05/25/2012,132.48,132.85,131.78,132.1,135465568,141.456062275805,128.559337724195
05/29/2012,133.16,133.93,131.17,133.7,152883440,140.766679760166,128.631720239834
05/30/2012,132.56,133.6924,131.49,131.76,162370368,139.767213054182,128.733186945818
05/31/2012,131.71,132.45,130.34,131.47,196186192,138.687878894062,128.927021105938
06/01/2012,129.41,131.5042,128.16,128.16,253245008,138.053280550078,128.452619449922
06/04/2012,128.39,128.74,127.135,128.1,202548256,137.783246512771,127.832653487229
06/05/2012,127.85,129.26,127.78,129.07,164149376,137.225047492005,127.587852507995
06/06/2012,129.97,132.03,129.93,131.97,184202752,136.606153443448,127.748746556552
06/07/2012,133.47,133.53,131.78,132.05,184772688,136.109034230186,127.876865769814
06/08/2012,131.71,133.125,131.29,133.1,143915632,135.56966016733,128.12423983267
06/11/2012,134.17,134.25,131.28,131.415,169756064,134.93686632252,128.33753367748
06/12/2012,131.79,133.01,131.16,132.92,181931744,134.736782784605,128.418617215394
06/13/2012,132.53,133.36,131.62,132.07,172223872,134.578674937084,128.449725062915
06/14/2012,132.34,134,131.98,133.47,230616256,134.677733474331,128.414766525668
06/15/2012,133.38,134.26,133.1,134.14,169444432,135.019317051301,128.401182948698
06/18/2012,133.58,134.73,133.28,134.4,131365440,135.320133585498,128.566366414502
06/19/2012,135.08,136.25,134.3714,135.7,137382560,135.882975912465,128.376524087535
06/20/2012,135.71,136.1,134.27,135.48,206466624,136.321524664753,128.265975335247
06/21/2012,135.64,135.78,132.33,132.44,205272320,136.330505795004,128.273994204996
06/22/2012,133.13,133.71,132.62,133.46,130029184,136.407801459398,128.289698540601
06/25/2012,132.05,132.1,130.85,131.32,146375680,136.392531496734,128.226968503266
06/26/2012,131.7,132.38,130.93,131.98,141633936,136.257942453272,128.189557546727
06/27/2012,132.42,133.43,131.9667,133.173,108087936,136.343096748338,128.245703251661
06/28/2012,132.29,132.99,131.28,132.79,169242688,136.396204524503,128.324595475497
06/29/2012,135.2,136.27,134.85,136.105,212251056,136.621873299705,128.893426700295
07/02/2012,136.48,136.65,135.52,136.51,129524432,136.74216825332,129.61413174668
07/03/2012,136.48,137.51,136.34,137.412,80450192,137.090397257266,130.100102742734
07/05/2012,136.9,137.8,136.29,136.79,126177440,137.51003937202,130.16246062798
07/06/2012,135.47,135.77,134.85,135.49,151192000,137.653415613518,130.363084386482
07/09/2012,135.38,135.57,134.7,135.32,103780432,137.782186301655,130.456313698345
07/10/2012,136.01,136.23,133.68,134.14,167884816,137.702286706481,130.808713293519
07/11/2012,134.21,134.6,133.38,134.16,141734000,137.710150085108,130.924849914892
07/12/2012,133.38,134.2269,132.6,133.51,143583120,137.646722528476,131.132277471524
07/13/2012,133.86,135.89,133.84,135.75,129644128,137.783532103501,131.223467896499
07/16/2012,135.44,135.83,134.9,135.43,97525184,137.867579306518,131.268420693482
07/17/2012,135.97,136.64,134.55,136.36,138860192,138.055013956892,131.276986043108
07/18/2012,136.04,137.64,135.96,137.37,113349632,138.314050266159,131.184949733841
07/19/2012,137.65,138.18,137.21,137.73,129847184,138.646883564918,131.077116435082
07/20/2012,136.95,137.16,136.32,136.47,142904432,138.738666744513,131.388333255487
07/23/2012,134.47,136.3852,133.84,135.09,145210816,138.745858175487,131.544141824513
07/24/2012,135.19,135.25,133.03,133.925,173301120,138.479914467618,132.070585532381
07/25/2012,134.21,134.56,133.25,133.96,129122256,138.273372686264,132.475127313736
07/26/2012,135.89,136.46,135.26,136.17,156526432,138.257712181716,132.790487818283
07/27/2012,136.89,139.07,136.1364,138.675,236768880,138.578219002328,133.058480997672
07/30/2012,138.52,139.339,138.27,138.68,106781936,138.975621943125,132.918578056875
07/31/2012,138.49,138.87,137.71,137.71,120575808,139.124107725366,132.890092274634
08/01/2012,138.7,138.73,137.4,137.59,138293744,139.149972877997,132.882027122003
08/02/2012,136.55,137.57,135.58,136.64,199556560,139.135738558218,132.881261441782
08/03/2012,138.56,139.64,136.6794,139.349,157825008,139.637832078587,132.765067921413
08/06/2012,139.72,140.17,139.56,139.62,86327744,140.13205597885,132.70084402115
08/07/2012,140.18,140.92,140.03,140.32,109545056,140.654177451734,132.796722548266
08/08/2012,139.85,140.65,139.81,140.49,89754624,141.110398228751,132.973501771249
08/09/2012,140.29,140.89,140.15,140.61,90291632,141.409359873133,133.384540126867
08/10/2012,140.04,140.89,139.81,140.84,99792624,141.854875007065,133.448024992935
08/13/2012,140.6,140.84,140.04,140.77,79426880,142.201174435451,133.635725564549
08/14/2012,141.29,141.38,140.37,140.79,102379376,142.534137773641,133.745762226359
08/15/2012,140.64,141.19,140.55,140.95,71085808,142.862234471614,133.775665528386
08/16/2012,141.15,142.16,140.8,141.99,112014192,143.336729598481,133.727170401519
08/17/2012,142.23,142.3,141.86,142.18,90813680,143.774383748798,133.860516251202
08/20/2012,141.98,142.22,141.59,142.19,78255680,144.026637284191,134.318262715809
08/21/2012,142.54,143.09,141.45,141.76,105581008,143.897928030226,135.230471969774
08/22/2012,141.4,142.05,141.07,141.82,133243440,143.548817719076,136.365582280924
08/23/2012,141.47,141.48,140.44,140.665,111466368,143.333027115841,137.030872884159
08/24/2012,140.31,141.83,140.22,141.51,99481184,143.445795200343,137.201604799656
08/27/2012,141.89,142.08,141.34,141.54,68785872,143.536098905325,137.397301094675
08/28/2012,141.18,141.84,140.97,141.4,75689568,143.468890444312,137.833509555688
08/29/2012,141.52,141.89,141.12,141.51,65421296,143.308710479355,138.385689520645
08/30/2012,140.9,140.94,140.19,140.49,96589808,142.587673139299,139.491726860701
08/31/2012,141.29,141.82,140.36,141.16,151970368,142.469886051326,139.790613948674
09/04/2012,141.04,141.46,140.13,141.03,120226192,142.349916110692,140.051583889308
09/05/2012,141.09,141.47,140.63,140.91,100660256,142.316005382199,140.144494617801
09/06/2012,141.76,143.78,141.75,143.77,158272432,142.894834136259,139.893665863741
09/07/2012,144.01,144.39,143.88,144.33,107272000,143.507446084991,139.653053915009
09/10/2012,144.19,144.44,143.46,143.51,86458432,143.782079942259,139.645420057741
09/11/2012,143.6,144.37,143.56,143.91,88760000,144.099194019944,139.642305980056
09/12/2012,144.39,144.55,143.9,144.39,87640880,144.473988071261,139.627511928739
09/13/2012,144.37,147.04,143.99,146.59,225470128,145.404006216928,139.261493783072
09/14/2012,146.88,148.11,146.76,147.24,169777008,146.33018169282,138.86031830718
09/17/2012,146.94,147.19,146.37,146.74,119427744,146.963670600613,138.682829399387
09/18/2012,146.49,146.81,146.25,146.62,98326496,147.488812865221,138.600687134779
09/19/2012,146.79,147.17,146.41,146.7,128318256,147.965903693456,138.617596306544
09/20/2012,146.03,146.79,145.63,146.71,154009744,148.385195117239,138.687304882761
09/21/2012,146.64,146.67,145.81,145.87,108737440,148.559042493249,139.033957506751
09/24/2012,145.15,145.98,145.04,145.645,95682000,148.709480205802,139.297019794198
09/25/2012,145.96,146.24,144.06,144.1,133165120,148.699774789249,139.562725210751
09/26/2012,144.065,144.11,142.95,143.295,146502128,148.64000339828,139.81199660172
09/27/2012,143.89,144.97,143.51,144.64,111830256,148.618583686616,140.146416313384
09/28/2012,144.09,144.56,143.46,143.97,150696064,148.407087098093,140.705912901907
10/01/2012,144.52,145.69,144.0082,144.345,135911120,148.240985134005,141.190514865995
10/02/2012,144.92,145.15,143.83,144.5,113422128,147.987512860062,141.790987139938
10/03/2012,144.89,145.43,144.13,145.09,121283008,147.601384584877,142.595115415123
10/04/2012,145.64,146.34,145.44,146.125,124311632,147.67937492072,142.75262507928
10/05/2012,146.91,147.16,145.7,146.14,124842064,147.766014382972,142.846985617028
10/08/2012,145.6,146.1231,145.31,145.642,78415568,147.732752206689,143.093447793311
10/09/2012,145.53,145.65,144.15,144.2,148872816,147.712858357399,143.142341642601
10/10/2012,144.18,144.32,143.09,143.28,124247440,147.804629374965,142.939570625035
10/11/2012,144.28,144.49,143.327,143.36,123601440,147.725738835143,142.695461164857
10/12/2012,143.46,143.95,142.58,142.89,124181872,147.52095331062,142.46524668938
10/15/2012,143.23,144.23,142.77,144.08,107689056,147.284085305245,142.436114694754
10/16/2012,144.76,145.64,144.66,145.54,108815440,147.116304311318,142.495895688682
10/17/2012,145.64,146.32,145.42,146.2,128834064,147.01845646691,142.54374353309
10/18/2012,145.82,146.52,145.33,145.82,148108432,146.850736835691,142.622463164309
10/19/2012,145.55,145.56,143.05,143.3896,185645120,146.737200767672,142.487959232328
10/22/2012,143.15,143.67,142.28,143.41,125578624,146.63158636252,142.37007363748
10/23/2012,141.86,142.06,140.83,141.42,192056320,146.883666990429,141.849993009571
10/24/2012,141.93,142.1,140.8,141.02,120179312,147.132872090829,141.373287909171
10/25/2012,142.02,142.28,140.57,141.43,134457312,147.215747655826,140.969412344174
10/26/2012,141.3,141.84,140.39,141.35,146023440,147.306258765806,140.616901234194
10/31/2012,141.85,142.03,140.68,141.35,103438496,147.337711965752,140.285948034248
11/01/2012,141.65,143.01,141.52,142.83,100995568,147.264151980307,140.192508019693
11/02/2012,143.68,143.72,141.41,141.56,137702128,147.15001426938,139.95364573062
11/05/2012,141.35,142.17,140.93,141.8486,98378432,146.804998864072,139.871021135928
11/06/2012,142.28,143.52,142.13,142.96,107068064,146.40038183566,139.95763816434
11/07/2012,141.66,141.68,139.06,139.72,264304432,146.230479529013,139.535340470987
11/08/2012,139.7,140.41,137.93,138.04,181517248,146.469852360498,138.679967639502
11/09/2012,137.62,139.44,137.55,138.16,201055184,146.644102212098,137.993717787902
11/12/2012,138.59,138.81,137.96,138.265,97677440,146.702884070431,137.425435929569
11/13/2012,137.54,139.25,137.36,137.79,123018192,146.786603862229,136.831716137771
11/14/2012,138.21,138.43,135.62,135.9299,191504944,146.878196141079,135.925113858921
11/15/2012,135.98,136.4901,135.18,135.7,178128368,146.575415403506,135.243894596493
11/16/2012,135.9,136.64,134.7,136.37,239483808,145.864134747476,134.972175252523
11/19/2012,137.9,139.15,136.4057,139.13,151495744,144.952640232051,135.214669767949
11/20/2012,138.91,139.42,138.08,139.19,119807376,144.510971644762,135.236378355238
11/21/2012,139.31,139.57,139.03,139.45,81710752,144.02107318331,135.33027681669
11/23/2012,140.13,141.4,140.04,141.35,65409152,144.012056942114,135.332293057886
11/26/2012,140.65,141.3563,140.19,141.05,100124320,144.015439637968,135.331910362032
11/27/2012,140.91,141.39,140.24,140.33,128646192,143.897464217934,135.339885782065
11/28/2012,139.76,141.54,139,141.46,177086432,143.912124914762,135.336225085238
11/29/2012,141.99,142.51,141.37,142.12,151085872,144.025096296883,135.300253703117
11/30/2012,142.14,142.42,141.66,142.155,136568320,143.90234407277,135.35550592723
12/03/2012,142.8,142.92,141.34,141.45,124656320,143.887160717832,135.359689282167
12/04/2012,141.44,141.87,140.87,141.25,127622496,143.802381734269,135.384608265731
12/05/2012,141.37,142.16,140.37,141.5,147300432,143.539660662416,135.501329337584
12/06/2012,141.37,142.04,141.16,141.98,103220560,143.793361481263,135.473628518737
12/07/2012,142.53,142.69,141.67,142.415,108726320,144.112830833185,135.591659166815
12/10/2012,142.21,142.81,142.15,142.473,98840688,144.400042813491,135.735747186509
12/11/2012,143.06,144.11,142.99,143.44,152570368,144.81260429294,135.84068570706
12/12/2012,144,144.55,143.31,143.51,145880000,145.144364653498,136.080925346502
12/13/2012,143.42,143.83,142.275,142.63,135714944,145.011625111885,136.883674888115
12/14/2012,142.32,142.58,141.88,142.1051,137701680,144.564268548806,137.971541451194
12/17/2012,142.47,143.85,142.43,143.77,143735744,144.24032960907,139.03548039093
12/18/2012,144,145.5,143.79,145.37,177762752,144.762559789682,139.137250210318
12/19/2012,145.53,145.58,144.24,144.29,150895312,144.892417002934,139.517392997066
12/20/2012,144.38,145.14,143.98,145.12,168486944,145.149774426801,139.827035573199
12/21/2012,142.17,144.0881,141.94,142.79,245883808,145.172138130684,139.948671869316
12/24/2012,142.48,142.56,142.19,142.35,53874544,145.146682324283,140.104127675717
12/26/2012,142.64,142.71,141.35,141.75,106947680,145.027963557259,140.364846442741
12/27/2012,141.79,142.08,139.92,141.5616,167920560,145.022665538672,140.380304461328
12/28/2012,140.64,141.42,139.87,140.03,148806624,145.186181700348,140.007788299652
12/31/2012,139.66,142.56,139.54,142.41,243952192,145.192603915199,140.026866084801
01/02/2013,145.11,146.15,144.73,146.06,192058944,145.767786791705,139.912683208295
01/03/2013,145.99,146.37,145.34,145.7341,144761744,146.152903925907,139.975976074094
01/04/2013,145.97,146.61,145.67,146.37,116817680,146.624156413572,139.991723586428
01/07/2013,145.85,146.4442,145.43,145.9695,110002432,146.957375231233,140.057454768767
01/08/2013,145.71,145.91,144.98,145.5496,121265056,147.185422926251,140.142867073749
01/09/2013,145.87,146.32,145.64,145.92,90745568,147.444069145865,140.228920854135
01/10/2013,146.73,147.09,145.97,147.08,130735376,147.88562811096,140.15136188904
01/11/2013,147.04,147.15,146.61,147.07,113917312,148.275539694275,140.117450305725
01/14/2013,146.89,147.07,146.43,146.97,89567120,148.596548226765,140.230441773235
01/15/2013,146.29,147.21,146.2,147.07,93172560,148.856629539143,140.466850460857
01/16/2013,146.77,147.28,146.61,147.05,104849504,149.123557046547,140.527922953453
01/17/2013,147.7,148.42,147.1446,148,133833440,149.469224473112,140.445255526888
01/18/2013,147.97,148.49,147.43,148.33,169905936,149.890080099349,140.428399900651
01/22/2013,148.33,149.13,147.98,149.13,111797312,150.396914414848,140.322565585152
01/23/2013,149.13,149.5,148.86,149.37,104596064,150.869076514705,140.508403485295
01/24/2013,149.15,150.14,149.01,149.41,146426320,151.226098074593,140.857381925407
01/25/2013,149.88,150.25,149.3726,150.25,147211568,151.567049073536,141.366430926464
01/28/2013,150.29,150.33,149.51,150.07,113357632,151.695683787974,142.088636212027
01/29/2013,149.77,150.85,149.67,150.66,105694368,151.34352574536,143.50379425464
01/30/2013,150.64,150.94,149.93,150.07,137447632,151.146099656831,144.467220343169
01/31/2013,149.89,150.38,149.6,149.7,108975808,151.324247543692,144.653072456308
02/01/2013,150.65,151.42,150.39,151.24,131173008,151.7165814081,144.8113285919
02/04/2013,150.32,151.2679,149.43,149.535,159073568,151.80246458085,145.04194541915
02/05/2013,150.35,151.48,150.29,151.05,113912320,152.044604827773,145.307855172227
02/06/2013,150.52,151.26,150.41,151.16,138762752,152.167644384745,145.745855615255
02/07/2013,151.205,151.35,149.86,150.96,162490000,152.211092210674,146.206407789326
02/08/2013,151.22,151.89,151.22,151.8,103133680,152.482491718772,146.407008281228
02/11/2013,151.74,151.9,151.3938,151.77,73774944,152.67315019877,146.68634980123
02/12/2013,151.78,152.3,151.61,152.02,65392608,152.818809327289,147.045690672711
02/13/2013,152.33,152.61,151.72,152.151,82322560,152.910292371501,147.462307628499
02/14/2013,151.69,152.47,151.52,152.29,80834192,152.910695914555,147.985904085445
02/15/2013,152.43,152.59,151.55,152.11,215226432,152.944626802707,148.362973197293
02/19/2013,152.37,153.28,152.1629,153.25,95105376,153.196289721291,148.603310278709
02/20/2013,153.14,153.19,151.26,151.34,160574816,153.163748592377,148.856851407623
02/21/2013,150.96,151.4218,149.94,150.42,183256944,153.101890444293,149.023709555707
02/22/2013,151.15,151.89,150.4913,151.89,106356496,153.106927141623,149.266672858377
02/25/2013,152.63,152.86,149,149,245824752,153.234314985729,149.014285014271
02/26/2013,149.72,150.2,148.73,150.02,186596192,153.236918020347,149.006681979653
02/27/2013,149.89,152.33,149.76,151.91,150781872,153.314956997262,149.053643002738
02/28/2013,151.9,152.87,151.41,151.61,126865936,153.335882955684,149.186717044316
03/01/2013,151.09,152.34,150.41,152.11,170634752,153.357234190238,149.406365809762
03/04/2013,151.76,152.92,151.52,152.92,99010192,153.549860133484,149.381739866516
03/05/2013,153.66,154.7,153.64,154.29,121663056,153.932188550778,149.474911449222
03/06/2013,154.84,154.92,154.16,154.5,94469872,154.391284738552,149.360815261448
03/07/2013,154.7,154.98,154.52,154.776,86101312,154.845227253891,149.268472746109
03/08/2013,155.46,155.65,154.66,155.44,123487632,155.382924871763,149.178775128237
03/11/2013,155.325,156.04,155.13,156.03,83746688,155.986476687744,148.998223312256
03/12/2013,155.92,156.1,155.21,155.68,105755680,156.427355971378,148.948344028622
03/13/2013,155.76,156.12,155.23,155.905,92550880,156.858754216797,148.905445783203
03/14/2013,156.31,156.8,155.9078,156.73,126329872,157.407382364933,148.814717635067
03/15/2013,155.85,156.04,155.31,155.83,138601056,157.723911696442,148.852188303558
03/18/2013,154.34,155.64,154.2,154.97,126704256,157.890119834616,148.971980165384
03/19/2013,155.3,155.51,153.59,154.61,167567248,157.986391817823,149.011708182177
03/20/2013,155.52,155.95,155.26,155.69,113759248,158.185863659835,149.247236340165
03/21/2013,154.76,155.6389,154.1,154.359,128604944,158.124047161592,149.702952838408
03/22/2013,154.85,155.6,154.73,155.6,111163504,158.263254122884,149.934745877116
03/25/2013,156.01,156.27,154.35,154.95,151322256,157.850753522827,150.942246477173
03/26/2013,155.59,156.23,155.42,156.19,86856560,157.597015975059,151.812984024941
03/27/2013,155.26,156.245,155,156.19,99950560,157.575917838398,152.262082161602
03/28/2013,156.09,156.85,155.75,156.67,102932816,157.458149688888,152.885850311112
04/01/2013,156.59,156.91,155.67,156.05,99194064,157.1993694709,153.5386305291
04/02/2013,156.61,157.21,156.37,156.82,101504320,157.119542477721,154.008457522279
04/03/2013,156.91,157.03,154.82,155.23,154167312,157.063092421305,154.158907578695
04/04/2013,155.43,156.17,155.09,155.86,131884944,157.04120864774,154.316791352261
04/05/2013,153.95,155.35,153.77,155.158,159665936,157.019220569823,154.376979430177
04/08/2013,155.27,156.22,154.75,156.21,86571120,157.070210047951,154.402989952049
04/09/2013,156.5,157.32,155.98,156.75,101922128,157.173139524612,154.372060475388
04/10/2013,157.17,158.87,157.13,158.67,135711008,157.806079925576,154.038120074424
04/11/2013,158.7,159.71,158.54,159.19,110142496,158.447968874841,153.724731125159
04/12/2013,158.68,159.04,157.92,158.8,116359808,158.821259681148,153.558440318852
04/15/2013,158,158.13,155.1,155.118,217258944,158.823167673895,153.485332326105
04/16/2013,156.29,157.49,155.91,157.41,147507808,158.940546820929,153.611953179071
04/17/2013,156.29,156.32,154.28,155.11,226834752,158.911370217538,153.691129782463
04/18/2013,155.37,155.41,153.55,154.14,167583120,158.989283863468,153.458216136532
04/19/2013,154.5,155.55,154.12,155.48,149687568,158.935131512257,153.624468487743
04/22/2013,155.78,156.54,154.75,156.17,106553440,158.946011515687,153.670588484313
04/23/2013,156.95,157.93,156.17,157.78,166141248,159.084494942485,153.815105057515
04/24/2013,157.83,158.3,157.54,157.88,96781184,159.237751800932,153.830848199068
04/25/2013,158.34,159.27,158.1,158.52,131060560,159.482628921381,153.818971078619
04/26/2013,158.33,158.6,157.73,158.24,95918752,159.644714831538,153.813885168462
04/29/2013,158.67,159.65,158.42,159.3,88572688,159.993965153565,153.789634846435
04/30/2013,159.27,159.72,158.61,159.68,116010624,160.365777850418,153.703822149582
05/01/2013,159.33,159.41,158.1,158.28,138874128,160.452423648496,153.922176351504
05/02/2013,158.68,159.89,158.53,159.75,96407568,160.768664721237,153.994935278763
05/03/2013,161.14,161.88,159.782,161.368,144202256,161.335665537519,154.048934462481
05/06/2013,161.49,162.01,161.42,161.78,66882064,161.954049808887,153.987550191113
05/07/2013,162.13,162.65,161.67,162.5999,90359184,162.680500969152,153.846089030848
05/08/2013,162.42,163.39,162.33,163.34,97419184,163.437961311097,153.555628688903
05/09/2013,163.27,163.7,162.47,162.881,106738560,163.975401456621,153.387288543379
