Date,Time,Open,High,Low,Close,Volume,"Simple Moving Average - SMA - SMA(20)","Volume Adjusted Moving Average - VAMA - VAMA(15)","BOLLINGER BAND ® - BB - BBUpper(20,2)","BOLLINGER BAND ® - BB - BBLower(20,2)"
03/02/2020,1:22 PM,167.34,167.41,167.1169,167.35,78367,167.716355,167.580069667547,168.330770476609,167.10193952339
03/02/2020,1:23 PM,167.34,167.7673,167.33,167.45,115748,167.681855,167.549818674962,168.274340744913,167.089369255086
03/02/2020,1:24 PM,167.48,167.48,167.3,167.3446,35125,167.642515,167.521142631921,168.214510507984,167.070519492016
03/02/2020,1:25 PM,167.32,167.43,167.23,167.37,60660,167.591515,167.503414170968,168.06042968426,167.12260031574
03/02/2020,1:26 PM,167.37,167.6054,167.36,167.41,59632,167.576515,167.478965528336,168.048492521819,167.104537478181
03/02/2020,1:27 PM,167.42,167.49,167.1,167.1,63318,167.5366,167.437998751011,168.027613384761,167.045586615239
03/02/2020,1:28 PM,167.13,167.155,166.89,166.91,134481,167.49085,167.358775540134,168.033632179164,166.948067820836
03/02/2020,1:29 PM,166.91,167.09,166.81,167.0852,59151,167.45286,167.314286620089,167.997530059423,166.908189940577
03/02/2020,1:30 PM,167.07,167.12,166.8637,166.97,43429,167.41549,167.265029220442,167.984448592117,166.846531407883
03/02/2020,1:31 PM,166.96,167.2,166.68,166.83,71932,167.35999,167.219258438243,167.930016700766,166.789963299233
03/02/2020,1:32 PM,166.84,166.85,166.43,166.49,75822,167.29899,167.155715444598,167.959990423316,166.637989576684
03/02/2020,1:33 PM,166.46,166.8436,166.45,166.8366,45860,167.25532,167.13420241464,167.917338385282,166.593301614718
03/02/2020,1:34 PM,166.8433,166.88,166.49,166.74,51607,167.19582,167.10546053954,167.817253554275,166.574386445724
03/02/2020,1:35 PM,166.79,166.89,166.65,166.834,41236,167.14802,167.087005078698,167.724746165913,166.571293834087
03/02/2020,1:36 PM,166.8,167.0647,166.65,167.0622,61781,167.12513,167.061780704484,167.676778848838,166.573481151161
03/02/2020,1:37 PM,167.07,167.25,166.94,167.13,47588,167.10613,167.041787876821,167.628865317746,166.583394682254
03/02/2020,1:38 PM,167.1461,167.47,167.09,167.35,67747,167.10713,167.013105932873,167.631648038233,166.582611961766
03/02/2020,1:39 PM,167.35,167.68,167.3,167.65,62990,167.12663,167.043166327856,167.699225749582,166.554034250418
03/02/2020,1:40 PM,167.6692,167.71,167.43,167.61,52343,167.14613,167.053650794905,167.755499028139,166.536760971861
03/02/2020,1:41 PM,167.61,167.6599,167.44,167.58,40037,167.15513,167.053458944091,167.784228762067,166.526031237933
03/02/2020,1:42 PM,167.62,167.726,167.57,167.68,36648,167.17163,167.075880436497,167.836595482141,166.506664517859
03/02/2020,1:43 PM,167.68,167.7,167.22,167.292,62270,167.16373,167.119473494621,167.818962224842,166.508497775158
03/02/2020,1:44 PM,167.34,167.646,167.31,167.51,41342,167.172,167.142114578287,167.840201682157,166.503798317842
03/02/2020,1:45 PM,167.52,167.75,167.45,167.71,41574,167.189,167.180931917625,167.892836265088,166.485163734912
03/02/2020,1:46 PM,167.73,167.9,167.7,167.8,50359,167.2085,167.253337711562,167.956002834799,166.4609971652
03/02/2020,1:47 PM,167.8,167.8,167.55,167.6214,64948,167.23457,167.359779867245,168.001241207508,166.467898792492
03/02/2020,1:48 PM,167.62,167.6399,167.1,167.177,49951,167.24792,167.379021953572,168.000691927226,166.495148072774
03/02/2020,1:49 PM,167.19,167.27,166.82,167.1,68068,167.24866,167.396750257199,168.000819484161,166.496500515839
03/02/2020,1:50 PM,167.16,167.28,167.06,167.0736,46782,167.25384,167.406931109679,167.999651961312,166.508028038688
03/02/2020,1:51 PM,167.06,167.32,166.94,167.27,57840,167.27584,167.423854521833,167.995856417583,166.555823582417
03/02/2020,1:52 PM,167.2575,167.3998,167.07,167.08,37210,167.30534,167.425378824498,167.937087102591,166.673592897409
03/02/2020,1:53 PM,167.05,167.1,166.58,166.6937,61949,167.298195,167.373435765087,167.95376914372,166.64262085628
03/02/2020,1:54 PM,166.74,166.8133,166.44,166.54,56147,167.288195,167.289763613206,167.982481005858,166.593908994142
03/02/2020,1:55 PM,166.57,166.92,166.54,166.63,45981,167.277995,167.227881662607,168.003944316354,166.552045683646
03/02/2020,1:56 PM,166.63,167,166.62,166.89,41943,167.269385,167.190831744062,168.009317705802,166.529452294198
03/02/2020,1:57 PM,166.89,167,166.66,166.97,33696,167.261385,167.157455188669,168.010574594908,166.512195405091
03/02/2020,1:58 PM,166.965,167.18,166.88,167.095,46605,167.248635,167.142290082147,168.000034407193,166.497235592807
03/02/2020,1:59 PM,167.08,167.33,167.03,167.225,72799,167.227385,167.130457072612,167.955868197546,166.498901802454
03/02/2020,2:00 PM,167.24,167.33,167.13,167.13,55008,167.203385,167.099898998208,167.911199727944,166.495570272056
03/02/2020,2:01 PM,167.13,167.33,167.06,167.27,59541,167.187885,167.068428228432,167.875315308529,166.500454691471
03/02/2020,2:02 PM,167.27,167.34,167,167.31,73092,167.169385,167.045793496129,167.82187132868,166.516898671319
03/02/2020,2:03 PM,167.33,167.335,167.09,167.0943,57727,167.1595,167.041184193038,167.810244358373,166.508755641627
03/02/2020,2:04 PM,167.113,167.19,166.95,167,80511,167.134,167.03233201537,167.767549698093,166.500450301907
03/02/2020,2:05 PM,166.99,167.26,166.89,167.255,62385,167.11125,167.046529618225,167.690808426681,166.531691573319
03/02/2020,2:06 PM,167.23,167.26,166.89,167.015,55933,167.072,167.029053590664,167.55852155141,166.58547844859
03/02/2020,2:07 PM,167,167.17,166.72,166.7633,79998,167.029095,167.002839305118,167.462720333619,166.59546966638
03/02/2020,2:08 PM,166.7501,167.0057,166.71,166.83,48832,167.011745,167.015147747409,167.448069908701,166.575420091299
03/02/2020,2:09 PM,166.82,167.13,166.65,167.13,47777,167.013245,167.052470063052,167.450977207991,166.575512792008
03/02/2020,2:10 PM,167.13,167.44,167.105,167.395,50430,167.029315,167.094834550034,167.497284376286,166.561345623714
03/02/2020,2:11 PM,167.39,167.47,167.24,167.3403,64045,167.03283,167.122201484952,167.508962750923,166.556697249077
03/02/2020,2:12 PM,167.34,167.415,167.28,167.36,49873,167.04683,167.140982308447,167.543701649912,166.549958350087
03/02/2020,2:13 PM,167.36,167.45,167.21,167.37,53104,167.080645,167.156683622833,167.568758951752,166.592531048248
03/02/2020,2:14 PM,167.36,167.6,167.35,167.52,46643,167.129645,167.170213756598,167.586589624524,166.672700375475
03/02/2020,2:15 PM,167.515,167.59,167.37,167.58,36542,167.177145,167.190049666853,167.61350298368,166.74078701632
03/02/2020,2:16 PM,167.57,167.58,167.25,167.26,59862,167.195645,167.189388630453,167.612684362508,166.778605637492
03/02/2020,2:17 PM,167.3,167.3473,166.96,166.96,49009,167.195145,167.16558594398,167.613287810401,166.777002189599
03/02/2020,2:18 PM,166.96,167.09,166.89,166.98,51557,167.189395,167.159066966925,167.615966013871,166.762823986129
03/02/2020,2:19 PM,166.94,167.12,166.94,167.12,49446,167.184145,167.172568890514,167.611417945432,166.756872054568
03/02/2020,2:20 PM,167.13,167.16,166.84,166.865,69416,167.170895,167.139961206917,167.61994320439,166.72184679561
03/02/2020,2:21 PM,166.86,167.02,166.85,166.9475,47569,167.15477,167.137267855486,167.611520404896,166.698019595104
03/02/2020,2:22 PM,166.965,166.9702,166.61,166.775,81783,167.12802,167.13762687371,167.607378386097,166.648661613903
03/02/2020,2:23 PM,166.8,166.91,166.71,166.8743,94754,167.11702,167.125970237729,167.608901919176,166.625138080824
03/02/2020,2:24 PM,166.87,166.915,166.64,166.69,72561,167.10152,167.089662703829,167.62565481318,166.57738518682
03/02/2020,2:25 PM,166.67,166.82,166.42,166.42,88042,167.05977,167.008328077261,167.656366792147,166.463173207852
03/02/2020,2:26 PM,166.44,166.61,166.38,166.41,95359,167.02952,166.925498407966,167.690055254449,166.368984745551
03/02/2020,2:27 PM,166.39,166.44,166.2,166.42,73748,167.012355,166.864687908128,167.716099685168,166.308610314832
03/02/2020,2:28 PM,166.39,166.77,166.369,166.72,49339,167.006855,166.829505850792,167.717895928428,166.295814071571
03/02/2020,2:29 PM,166.75,166.84,166.43,166.5,116052,166.975355,166.761444133699,167.716946303828,166.233763696172
03/02/2020,2:30 PM,166.51,166.5239,166.08,166.1076,74612,166.910985,166.688109284239,167.716443277691,166.105526722309
03/02/2020,2:31 PM,166.09,166.48,166.09,166.26,50908,166.85697,166.635458392715,167.684609158324,166.029330841676
03/02/2020,2:32 PM,166.29,166.3,166.03,166.045,48862,166.79122,166.593394387918,167.656636400574,165.925803599426
03/02/2020,2:33 PM,166.0332,166.28,166,166.175,113910,166.73147,166.533385624946,167.593800247874,165.869139752125
03/02/2020,2:34 PM,166.19,166.34,166.12,166.28,47018,166.66947,166.496978277086,167.472368858136,165.866571141864
03/02/2020,2:35 PM,166.32,166.34,165.94,165.96,75291,166.58847,166.438582313012,167.332283912473,165.844656087527
03/02/2020,2:36 PM,165.98,166.0464,165.8398,165.9112,86945,166.52103,166.37865850234,167.253570063334,165.788489936666
03/02/2020,2:37 PM,165.93,165.95,165.74,165.7866,72550,166.46236,166.31368348094,167.231895458288,165.692824541712
03/02/2020,2:38 PM,165.76,165.82,165.52,165.69,72548,166.39786,166.227225050604,167.198648100318,165.597071899682
03/02/2020,2:39 PM,165.685,165.685,165.3,165.37,104849,166.31036,166.12170785371,167.157495515498,165.463224484502
03/02/2020,2:40 PM,165.37,165.4382,165.04,165.1242,92142,166.22332,166.021059455445,167.175792959393,165.270847040607
03/02/2020,2:41 PM,165.11,165.13,164.65,164.89,203062,166.120445,165.812948451752,167.176632855396,165.064257144604
03/02/2020,2:42 PM,164.87,165.08,164.53,164.83,125647,166.023195,165.686781438292,167.174309132453,164.872080867547
03/02/2020,2:43 PM,164.8,164.87,164.48,164.51,88297,165.90498,165.573949041483,167.162851407751,164.647108592249
03/02/2020,2:44 PM,164.52,164.63,164.14,164.39,150532,165.78998,165.370923341764,167.155674723732,164.424285276268
03/02/2020,2:45 PM,164.426,164.94,164.39,164.8844,121635,165.7132,165.292431043958,167.10106576874,164.32533423126
03/02/2020,2:46 PM,164.86,164.9,164.53,164.6,93117,165.6227,165.216426150942,167.052436756194,164.192963243806
03/02/2020,2:47 PM,164.575,165.1394,164.54,165.08,78426,165.5557,165.182883442848,166.954970664305,164.156429335695
03/02/2020,2:48 PM,165.08,165.43,164.99,165.4066,94801,165.49003,165.121959771313,166.783875222741,164.196184777259
03/02/2020,2:49 PM,165.42,165.65,165.35,165.595,69301,165.44478,165.107790674907,166.654755648674,164.234804351326
03/02/2020,2:50 PM,165.58,165.59,165.33,165.44,83703,165.4114,165.084144837746,166.582605648861,164.240194351138
03/02/2020,2:51 PM,165.41,165.49,165.2,165.2725,53521,165.362025,165.043039804711,166.467378047423,164.256671952577
03/02/2020,2:52 PM,165.24,165.48,165.09,165.48,61269,165.333775,165.02483758884,166.395898231777,164.271651768223
03/02/2020,2:53 PM,165.479,165.93,165.479,165.8,81043,165.315025,165.034539079625,166.329244285697,164.300805714303
03/02/2020,2:54 PM,165.79,166.05,165.75,165.925,84450,165.297275,165.061566859629,166.254123503955,164.340426496045
03/02/2020,2:55 PM,165.93,166.205,165.84,166.205,68013,165.309525,165.110987737719,166.305472217238,164.313577782762
03/02/2020,2:56 PM,166.2,166.29,166,166.0464,79707,165.316285,165.20055393247,166.330150109908,164.302419890092
03/02/2020,2:57 PM,166.075,166.075,165.75,165.82,83079,165.317955,165.276487316464,166.335018334269,164.300891665731
03/02/2020,2:58 PM,165.82,166.1,165.75,165.76,59367,165.321455,165.352862892999,166.344082051226,164.298827948774
03/02/2020,2:59 PM,165.78,165.7935,165.54,165.735,64478,165.339705,165.497075556718,166.378052921413,164.301357078587
03/02/2020,3:00 PM,165.73,165.73,165.33,165.58,88177,165.362495,165.568706417337,166.400930711029,164.324059288971
03/02/2020,3:01 PM,165.61,166.13,165.53,165.92,72469,165.413995,165.67180903607,166.455749186904,164.372240813096
03/02/2020,3:02 PM,165.93,166.2,165.89,166.105,69550,165.477745,165.740584057459,166.524780379499,164.4307096205
03/02/2020,3:03 PM,166.1034,166.4,165.93,166.33,71474,165.568745,165.80830603799,166.579250183543,164.558239816457
03/02/2020,3:04 PM,166.325,166.505,166.27,166.36,116184,165.667245,165.877713379423,166.578091126386,164.756398873614
03/02/2020,3:05 PM,166.37,166.56,166.29,166.35,77817,165.740525,165.942625798294,166.623034179301,164.858015820699
03/02/2020,3:06 PM,166.34,166.73,166.26,166.6,79683,165.840525,166.018914182544,166.631980906251,165.049069093748
03/02/2020,3:07 PM,166.59,166.8562,166.5,166.7352,77651,165.923285,166.094471142453,166.725416284203,165.121153715797
03/02/2020,3:08 PM,166.735,166.84,166.63,166.81,81767,165.993455,166.164642246219,166.846437591791,165.140472408209
03/02/2020,3:09 PM,166.805,166.96,166.7,166.92,87460,166.059705,166.237973146704,166.981641495584,165.137768504416
03/02/2020,3:10 PM,166.93,167.08,166.81,166.82,106134,166.128705,166.29066088229,167.061295875929,165.196114124071
03/02/2020,3:11 PM,166.81,166.96,166.65,166.7736,72235,166.20376,166.335673953914,167.089058391278,165.318461608722
03/02/2020,3:12 PM,166.76,166.8046,166.34,166.615,111252,166.26051,166.395492176244,167.097127565896,165.423892434104
03/02/2020,3:13 PM,166.62,166.97,166.49,166.9141,71170,166.316215,166.455321052408,167.170930653926,165.461499346074
03/02/2020,3:14 PM,166.9047,167.08,166.87,166.99,99078,166.369465,166.532865474873,167.252292281564,165.486637718436
03/02/2020,3:15 PM,166.97,167.12,166.8,166.985,74113,166.408465,166.625551938311,167.32697843436,165.48995156564
03/02/2020,3:16 PM,166.97,166.97,166.59,166.59,59456,166.435645,166.664608456253,167.341782240112,165.529507759888
03/02/2020,3:17 PM,166.59,167.1399,166.57,167.0928,63260,166.499285,166.717468525082,167.402308413388,165.596261586612
03/02/2020,3:18 PM,167.1,167.3,167,167.17,91721,166.569785,166.772000913489,167.450826171063,165.688743828937
03/02/2020,3:19 PM,167.19,167.21,166.8,166.87,64132,166.626535,166.816500462393,167.427786461853,165.825283538147
03/02/2020,3:20 PM,166.89,167.08,166.83,166.84,72044,166.689535,166.847871043202,167.334666199896,166.044403800104
03/02/2020,3:21 PM,166.9,167.0629,166.8,167,58247,166.743535,166.871920536933,167.296138967674,166.190931032326
03/02/2020,3:22 PM,167.02,167.49,166.98,167.4125,116397,166.80891,166.931782441272,167.353182934833,166.264637065167
03/02/2020,3:23 PM,167.39,167.611,167.285,167.602,93373,166.87251,166.990277439133,167.472493816081,166.272526183919
03/02/2020,3:24 PM,167.62,167.82,167.54,167.76,71293,166.94251,167.040136125353,167.609874203091,166.275145796909
03/02/2020,3:25 PM,167.76,168,167.69,167.95,102042,167.02251,167.135403397488,167.765859567553,166.279160432447
03/02/2020,3:26 PM,167.94,168,167.775,167.92,115813,167.08851,167.228012379778,167.901245688646,166.275774311354
03/02/2020,3:27 PM,167.93,168.19,167.82,168.1348,87112,167.15849,167.346786491276,168.072234745339,166.244745254661
03/02/2020,3:28 PM,168.11,168.14,167.9,168.06,101400,167.22099,167.428011927,168.199539671509,166.242440328491
03/02/2020,3:29 PM,168.0627,168.08,167.872,168.02,91253,167.27599,167.505226344661,168.303133543817,166.248846456183
03/02/2020,3:30 PM,168.02,168.1425,167.9,168.1,84765,167.33999,167.575155578759,168.404345664057,166.275634335943
03/02/2020,3:31 PM,168.13,168.17,167.78,168,115856,167.40131,167.656282647579,168.469380935666,166.333239064334
03/02/2020,3:32 PM,168.02,168.34,168.02,168.29,114861,167.48506,167.734841376895,168.556048596371,166.414071403628
03/02/2020,3:33 PM,168.3,168.42,168.08,168.37,101144,167.557855,167.818346901489,168.661143186222,166.454566813778
03/02/2020,3:34 PM,168.3711,168.45,168.25,168.44,87747,167.630355,167.899974115415,168.76497560701,166.49573439299
03/02/2020,3:35 PM,168.425,168.43,168.19,168.36,65515,167.699105,167.975679267752,168.835607275345,166.562602724655
03/02/2020,3:36 PM,168.35,168.6,168.33,168.6,132818,167.799605,168.070017366202,168.880130798806,166.719079201194
03/02/2020,3:37 PM,168.605,168.89,168.57,168.825,169684,167.886215,168.20336246452,169.003310856726,166.769119143274
03/02/2020,3:38 PM,168.84,168.88,168.49,168.815,126265,167.968465,168.288449319328,169.104589303548,166.832340696452
03/02/2020,3:39 PM,168.82,169.02,168.82,169,180841,168.074965,168.387638805306,169.178095660056,166.971834339943
03/02/2020,3:40 PM,168.99,169.07,168.8,169.03,127105,168.184465,168.461840671633,169.207366223543,167.161563776457
03/02/2020,3:41 PM,169.0214,169.15,168.69,168.7401,216293,168.27147,168.530038671707,169.164331700621,167.378608299379
03/02/2020,3:42 PM,168.7499,169.1,168.7499,168.9,214606,168.345845,168.589011173881,169.186392175327,167.505297824673
03/02/2020,3:43 PM,168.9,169.11,168.85,169.105,119595,168.420995,168.648215903576,169.250773072724,167.591216927276
03/02/2020,3:44 PM,169.1,169.1,168.68,168.74,137454,168.469995,168.683282816968,169.252233844562,167.687756155438
03/02/2020,3:45 PM,168.73,168.84,168.55,168.72,142153,168.508495,168.709921756516,169.25975404317,167.757235956829
03/02/2020,3:46 PM,168.75,169.15,168.75,168.99,155907,168.561995,168.770110846382,169.290037093507,167.833952906492
03/02/2020,3:47 PM,168.982,169.54,168.982,169.5,204158,168.630255,168.86370646628,169.437025811258,167.823484188742
03/02/2020,3:48 PM,169.49,169.79,169.33,169.664,170082,168.710455,168.946387592385,169.590135950063,167.830774049937
03/02/2020,3:49 PM,169.685,169.76,169.31,169.735,156247,168.796205,169.018691319446,169.723037883488,167.869372116512
03/02/2020,3:50 PM,169.76,169.88,169.51,169.77,193890,168.879705,169.09585431082,169.840873691714,167.918536308286
03/02/2020,3:51 PM,169.78,170.35,169.78,170.15,506827,168.987205,169.308582107059,170.009738106523,167.964671893477
03/02/2020,3:52 PM,170.18,170.36,170.01,170.34,252439,169.089705,169.426503085305,170.217685874787,167.961724125213
03/02/2020,3:53 PM,170.34,170.45,169.99,170.05,257589,169.173705,169.504856564738,170.324771937176,168.022638062824
03/02/2020,3:54 PM,170.05,170.72,170.05,170.64,297196,169.283705,169.640872201028,170.548179077973,168.019230922027
03/02/2020,3:55 PM,170.64,172.01,170.31,171.91,769704,169.461205,170.121666703733,171.098797316146,167.823612683854
03/02/2020,3:56 PM,171.915,172.01,171.01,171.04,540268,169.583205,170.314708738828,171.307257352421,167.859152647579
03/02/2020,3:57 PM,171.05,171.62,171.05,171.43,500436,169.713455,170.510382590609,171.576691875413,167.850218124587
03/02/2020,3:58 PM,171.43,172.13,171.41,171.96,628528,169.870705,170.730050545322,171.925136798305,167.816273201695
03/02/2020,3:59 PM,171.97,172.78,171.74,172.75,665380,170.058205,171.027354836344,172.421784385987,167.694625614013
03/02/2020,4:00 PM,172.76,172.92,172.58,172.85,1007574,170.249205,171.370578760352,172.854577578713,167.643832421287
03/03/2020,9:31 AM,173.8,174,172.65,172.8865,2004828,170.456525,171.788757691769,173.204547079144,167.708502920856
03/03/2020,9:32 AM,172.78,173.15,172.22,172.48,256731,170.635525,171.867309543005,173.420807310202,167.850242689798
03/03/2020,9:33 AM,172.49,172.74,172.2,172.3973,194251,170.80014,171.925339301179,173.59328769205,168.00699230795
03/03/2020,9:34 AM,172.375,173.1162,172.32,173.05,259428,171.01564,172.001403748943,173.804806841476,168.226473158524
03/03/2020,9:35 AM,173.0693,173.0693,172.15,172.29,254369,171.19414,172.061680554301,173.825263096626,168.563016903374
03/03/2020,9:36 AM,172.28,172.31,171.62,171.8,377752,171.33464,172.166929911257,173.773003055323,168.896276944677
03/03/2020,9:37 AM,171.8,171.83,170.84,170.84,245400,171.40164,172.183342629083,173.704553665258,169.098726334742
03/03/2020,9:38 AM,170.8348,171.0113,170.42,170.57,208439,171.44694,172.20931518621,173.644586344071,169.249293655929
03/03/2020,9:39 AM,170.54,170.84,170.21,170.35,233173,171.47769,172.213347968387,173.59437962383,169.36100037617
03/03/2020,9:40 AM,170.3833,170.4653,169.9,170.33,318311,171.50569,172.165783509776,173.544669255316,169.466710744684
03/03/2020,9:41 AM,170.34,170.83,170.15,170.5,240923,171.52319,172.193759792823,173.52091740974,169.52546259026
03/03/2020,9:42 AM,170.45,170.48,169.89,170.295,273400,171.52094,172.174661197586,173.524086767861,169.517793232139
03/03/2020,9:43 AM,170.29,170.63,169.88,170.57,167619,171.54694,172.154676169893,173.485500665454,169.608379334546
03/03/2020,9:44 AM,170.62,171.06,170.5,170.95,200686,171.56244,172.052499321516,173.476549686938,169.648330313062
03/03/2020,9:45 AM,170.95,170.98,170.12,170.1921,152220,171.476545,171.850787046439,173.472969514452,169.480120485548
03/03/2020,9:46 AM,170.21,170.63,169.89,169.97,171135,171.423045,171.175940445299,173.518297515064,169.327792484936
03/03/2020,9:47 AM,169.94,170.32,169.786,170.18,132786,171.360545,171.039773049501,173.524680070166,169.196409929834
03/03/2020,9:48 AM,170.18,170.66,170.14,170.335,151137,171.279295,170.930460230048,173.469170248023,169.089419751977
03/03/2020,9:49 AM,170.3196,170.42,169.77,169.97,148995,171.140295,170.71895267043,173.291695855695,168.988894144305
03/03/2020,9:50 AM,169.9738,170.3,169.78,169.98,188768,170.996795,170.551042567392,173.053684715528,168.939905284472
03/03/2020,9:51 AM,169.95,169.96,169.13,169.234,218273,170.81417,170.302204462411,172.815339654063,168.813000345937
03/03/2020,9:52 AM,169.24,169.31,168.61,168.6801,234227,170.624175,170.133816240331,172.677499285026,168.570850714974
03/03/2020,9:53 AM,168.69,169.2512,168.66,168.66,202632,170.43731,170.005430133194,172.491395864703,168.383224135297
03/03/2020,9:54 AM,168.6868,168.7942,168.42,168.4571,168474,170.207665,169.890532716379,172.058972094212,168.356357905788
03/03/2020,9:55 AM,168.43,168.515,168.04,168.347,176515,170.010515,169.744714268775,171.770360591255,168.250669408745
03/03/2020,9:56 AM,168.36,168.65,168.26,168.3799,174176,169.83951,169.592712436749,171.534035127457,168.144984872543
03/03/2020,9:57 AM,168.38,168.72,168,168.06,191000,169.70051,169.41174263405,171.496969442235,167.904050557765
03/03/2020,9:58 AM,168.06,168.7598,168,168.48,165408,169.59601,169.281620281965,171.420924213763,167.771095786237
03/03/2020,9:59 AM,168.5,168.75,168.42,168.735,132439,169.51526,169.12549090632,171.34249755916,167.68802244084
03/03/2020,10:00 AM,168.74,169.06,168.7178,168.8088,163958,169.4392,169.043701004915,171.251026011504,167.627373988496
03/03/2020,10:01 AM,168.8,173.84,168.67,173.66,655692,169.5972,169.967639359216,172.150791333004,167.043608666996
03/03/2020,10:02 AM,173.7,175,172.44,172.89,599801,169.72695,170.450528545581,172.646643450692,166.807256549307
03/03/2020,10:03 AM,172.9864,174.34,172.88,172.97,477429,169.84695,170.763611167799,173.076243706992,166.617656293007
03/03/2020,10:04 AM,173.0869,174.07,172.98,173.3629,356931,169.967595,171.018380147126,173.517123701379,166.41806629862
03/03/2020,10:05 AM,173.332,173.48,171.9101,172.13,367984,170.06449,171.159588986634,173.736916720253,166.392063279747
03/03/2020,10:06 AM,172.12,173.35,172.01,172.54,345615,170.19299,171.362974681531,174.019805032843,166.366174967157
03/03/2020,10:07 AM,172.54,172.75,171.1,172.035,327160,170.28574,171.551259076284,174.19581282101,166.37566717899
03/03/2020,10:08 AM,172.06,172.09,171.03,171.04,229205,170.32099,171.654679310413,174.244890551187,166.397089448812
03/03/2020,10:09 AM,171.035,172.04,171.01,171.195,329392,170.38224,171.737210449559,174.320530134764,166.443949865236
03/03/2020,10:10 AM,171.3652,171.9177,171.08,171.525,239067,170.45949,171.852386239629,174.423714970353,166.495265029647
03/03/2020,10:11 AM,171.53,171.9683,171.12,171.12,219114,170.55379,171.944954913352,174.486524315913,166.621055684087
03/03/2020,10:12 AM,171.1726,171.23,170.81,170.93,218115,170.666285,172.052809908686,174.505808752902,166.826761247098
03/03/2020,10:13 AM,170.9577,171.46,170.8,171.0484,230037,170.785705,172.126383986207,174.515190832912,167.056219167088
03/03/2020,10:14 AM,171.09,171.54,170.17,170.2402,228540,170.87486,172.130009260972,174.459871159486,167.289848840514
03/03/2020,10:15 AM,170.325,170.99,170.02,170.205,175643,170.96776,172.171296417043,174.377966829744,167.557553170256
03/03/2020,10:16 AM,170.185,170.25,169.64,169.89,342848,171.043265,171.796149502985,174.283576103754,167.802953896246
03/03/2020,10:17 AM,169.86,171.07,169.76,170.91,257786,171.185765,171.592569103098,174.125487597307,168.246042402693
03/03/2020,10:18 AM,170.9,170.99,170.19,170.335,179286,171.278515,171.374345619579,173.978160545089,168.578869454911
03/03/2020,10:19 AM,170.29,171.15,169.99,170.88,168488,171.385765,171.168795994277,173.831157596119,168.940372403881
03/03/2020,10:20 AM,170.84,171.04,170.22,170.56,135093,171.473325,171.048546340489,173.654495735987,169.292154264013
03/03/2020,10:21 AM,170.53,171.8,170.46,171.67,288273,171.373825,170.954287367515,173.315301623479,169.432348376521
03/03/2020,10:22 AM,171.699,172.18,171.05,172.03,306304,171.330825,170.947501473363,173.171556180674,169.490093819326
03/03/2020,10:23 AM,172.03,172.59,171.7681,172.45,177179,171.304825,171.017601185867,173.065142834806,169.544507165194
03/03/2020,10:24 AM,172.5346,172.54,171.72,172.089,158937,171.24113,171.051243567649,172.776819490878,169.705440509122
03/03/2020,10:25 AM,172,172.36,171.47,172.245,136137,171.24688,171.066531666284,172.796635781527,169.697124218473
03/03/2020,10:26 AM,172.245,172.3,171.4508,171.7,140512,171.20488,171.09112277822,172.654472584971,169.755287415029
03/03/2020,10:27 AM,171.8,172.47,171.6,172.3536,129472,171.22081,171.156140447237,172.712921017159,169.728698982841
03/03/2020,10:28 AM,172.3584,172.59,172.17,172.29,118075,171.28331,171.21006086177,172.843074497479,169.723545502521
03/03/2020,10:29 AM,172.3235,172.7799,172.2803,172.7696,186387,171.36204,171.386700735549,173.049737691418,169.674342308582
03/03/2020,10:30 AM,172.74,172.7456,171.72,172.07,186040,171.38929,171.501678234118,173.104015496295,169.674564503705
03/03/2020,10:31 AM,172.015,172.67,171.72,172.59,95322,171.46279,171.748103302418,173.249550198688,169.676029801312
03/03/2020,10:32 AM,172.64,172.64,171.93,172.105,118579,171.52154,171.850465882831,173.311629231745,169.731450768255
03/03/2020,10:33 AM,172.0685,172.1,170.87,170.92,192997,171.51512,171.886766960058,173.312855346036,169.717384653964
03/03/2020,10:34 AM,170.92,171.8416,170.91,171.3,159520,171.56811,171.91683113056,173.272454957917,169.863765042083
03/03/2020,10:35 AM,171.3,171.5322,170.88,170.97,96100,171.60636,171.953905054474,173.218461989825,169.994258010175
03/03/2020,10:36 AM,170.97,171.42,170.88,171.41,70125,171.68236,171.9731422289,173.094557558975,170.270162441024
03/03/2020,10:37 AM,171.41,171.5,171,171.35,77796,171.70436,171.940891619526,173.081004683864,170.327715316136
03/03/2020,10:38 AM,171.34,172,171,171.89,187739,171.78211,171.892317918547,173.008011062725,170.556208937275
03/03/2020,10:39 AM,171.85,171.9021,171.2001,171.41,101954,171.80861,171.852035409652,172.976923783048,170.640296216952
03/03/2020,10:40 AM,171.43,171.62,171.11,171.23,100070,171.84211,171.793003017002,172.898339433237,170.785880566763
03/03/2020,10:41 AM,171.26,171.56,170.97,171.37,113966,171.82711,171.774834794653,172.901062427069,170.753157572931
03/03/2020,10:42 AM,171.36,172,171.33,172,141004,171.82561,171.752639558425,172.898508008036,170.752711991964
03/03/2020,10:43 AM,171.97,171.97,171.64,171.91,121420,171.79861,171.729888559424,172.833813311262,170.763406688738
03/03/2020,10:44 AM,171.87,172.219,171.87,172.17,137209,171.80266,171.659671396185,172.842997023096,170.762322976904
03/03/2020,10:45 AM,172.16,172.18,171.74,172.12,117970,171.79641,171.647643381733,172.827503047006,170.765316952994
